order_id,order_date,ship_date,ship_mode,customer_name,segment,state,country,market,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,shipping_cost,order_priority,year,month,quarter,profit_margin
MX-2013-145926,2013-09-26,2013-09-30,Standard Class,Sanjit Jacobs,Home Office,San Salvador,El Salvador,LATAM,Central,FUR-BO-10002740,Furniture,Bookcases,"Ikea Classic Bookcase, Metal",548,2,0.0,180.92,59.72,High,2013,9,3,0.33014598540145984
US-2013-124163,2013-09-26,2013-10-01,Standard Class,Steve Chapman,Corporate,Wisconsin,United States,US,Central,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,500,5,0.0,174.9825,57.75,High,2013,9,3,0.34996499999999997
TU-2013-9400,2013-09-26,2013-09-26,Same Day,Denise Monton,Corporate,Izmir,Turkey,EMEA,EMEA,TEC-MOT-10003050,Technology,Phones,"Motorola Smart Phone, Cordless",3085,12,0.6,-4088.376,51.89,Critical,2013,9,3,-1.3252434359805512
GV-2013-800,2013-09-26,2013-09-30,Second Class,Noah Childs,Corporate,Nzérékoré,Guinea,Africa,Africa,TEC-BRO-10003555,Technology,Copiers,"Brother Ink, High-Speed",291,2,0.0,17.46,45.79,High,2013,9,3,0.060000000000000005
MX-2013-108868,2013-09-26,2013-09-28,Second Class,Cathy Prescott,Corporate,Granma,Cuba,LATAM,Caribbean,FUR-FU-10001711,Furniture,Furnishings,"Tenex Frame, Erganomic",362,5,0.0,170.1,43.14,High,2013,9,3,0.4698895027624309
CA-2013-148747,2013-09-26,2013-09-28,First Class,Aaron Smayling,Corporate,California,United States,US,West,FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",478,2,0.15,84.294,43.01,Critical,2013,9,3,0.17634728033472802
IN-2013-76296,2013-09-26,2013-09-30,Standard Class,Sheri Gordon,Consumer,Rajasthan,India,APAC,Central Asia,OFF-AP-10002371,Office Supplies,Appliances,"KitchenAid Blender, Silver",692,7,0.0,297.36,41.54,Medium,2013,9,3,0.4297109826589596
US-2013-125402,2013-09-26,2013-10-02,Standard Class,Dan Lawera,Consumer,California,United States,US,West,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",483,4,0.2,60.392,34.77,Medium,2013,9,3,0.12503519668737062
CA-2013-113978,2013-09-26,2013-09-30,Standard Class,Tony Sayre,Consumer,Ohio,United States,US,East,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",332,3,0.2,-82.884,33.17,Medium,2013,9,3,-0.24965060240963854
ID-2013-52020,2013-09-26,2013-09-28,First Class,Trudy Schmidt,Consumer,Yangon,Myanmar (Burma),APAC,Southeast Asia,TEC-PH-10001921,Technology,Phones,"Nokia Signal Booster, with Caller ID",227,2,0.17,-16.41,29.55,High,2013,9,3,-0.07229074889867841
IT-2013-2911448,2013-09-26,2013-09-29,Second Class,Annie Zypern,Consumer,Stockholm,Sweden,EU,North,OFF-ST-10004695,Office Supplies,Storage,"Fellowes File Cart, Blue",137,2,0.5,-27.51,28.64,Critical,2013,9,3,-0.20080291970802921
MX-2013-137456,2013-09-26,2013-09-30,Second Class,Adam Bellavance,Home Office,Guatemala,Guatemala,LATAM,Central,TEC-PH-10002218,Technology,Phones,"Apple Speaker Phone, Cordless",505,6,0.0,20.16,27.39,Medium,2013,9,3,0.03992079207920792
MX-2013-150532,2013-09-26,2013-09-30,Standard Class,David Philippe,Consumer,Holguín,Cuba,LATAM,Caribbean,FUR-FU-10002696,Furniture,Furnishings,"Eldon Frame, Durable",151,2,0.0,42.28,23.51,High,2013,9,3,0.28
US-2013-122245,2013-09-26,2013-10-01,Standard Class,Adrian Barton,Consumer,Arizona,United States,US,West,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,393,3,0.5,-204.4458,22.1,Medium,2013,9,3,-0.520218320610687
EG-2013-8100,2013-09-26,2013-09-30,Standard Class,Penelope Sewall,Home Office,Al Qahirah,Egypt,Africa,Africa,TEC-SAM-10003891,Technology,Phones,"Samsung Headset, with Caller ID",293,4,0.0,14.64,20.97,Medium,2013,9,3,0.04996587030716724
MX-2013-139430,2013-09-26,2013-09-30,Standard Class,Annie Zypern,Consumer,Chihuahua,Mexico,LATAM,North,TEC-AC-10000763,Technology,Accessories,"SanDisk Memory Card, USB",300,4,0.0,105.04,20.15,Medium,2013,9,3,0.35013333333333335
AU-2013-2590,2013-09-26,2013-09-26,Same Day,Ann Chong,Corporate,Vienna,Austria,EMEA,EMEA,TEC-BEL-10003177,Technology,Accessories,"Belkin Keyboard, Erganomic",82,1,0.0,4.89,18.82,High,2013,9,3,0.05963414634146341
MX-2013-108658,2013-09-26,2013-09-28,First Class,Troy Staebel,Consumer,Santiago de Cuba,Cuba,LATAM,Caribbean,OFF-EN-10000857,Office Supplies,Envelopes,"Ames Mailers, Security-Tint",153,6,0.0,55.08,16.09,Medium,2013,9,3,0.36
IR-2013-7630,2013-09-26,2013-10-01,Standard Class,Saphhira Shifley,Corporate,Hamadan,Iran,EMEA,EMEA,FUR-DEF-10004555,Furniture,Furnishings,"Deflect-O Frame, Black",220,2,0.0,96.78,15.56,Medium,2013,9,3,0.4399090909090909
MX-2013-126039,2013-09-26,2013-09-29,Second Class,Alan Shonely,Consumer,Rondônia,Brazil,LATAM,South,OFF-PA-10004359,Office Supplies,Paper,"Xerox Computer Printout Paper, Premium",158,9,0.0,42.66,13.15,Medium,2013,9,3,0.26999999999999996
SA-2013-9720,2013-09-26,2013-10-02,Standard Class,Michael Paige,Corporate,Ar Riyad,Saudi Arabia,EMEA,EMEA,TEC-ENE-10003801,Technology,Accessories,"Enermax Flash Drive, USB",83,2,0.0,32.52,11.47,Low,2013,9,3,0.39180722891566266
IT-2013-3888587,2013-09-26,2013-10-01,Standard Class,Anthony Jacobs,Corporate,Ile-de-France,France,EU,Central,TEC-MA-10001298,Technology,Machines,"StarTech Receipt Printer, Wireless",188,2,0.15,-17.694,9.85,Medium,2013,9,3,-0.09411702127659574
CA-2013-140417,2013-09-26,2013-09-30,Standard Class,Katrina Edelman,Corporate,Oregon,United States,US,West,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",60,9,0.2,22.518,7.47,High,2013,9,3,0.3753
US-2013-167367,2013-09-26,2013-09-26,Same Day,Shirley Jackson,Consumer,Panama,Panama,LATAM,Central,OFF-EN-10004547,Office Supplies,Envelopes,"Ames Business Envelopes, Security-Tint",47,8,0.4,-28.992,5.57,High,2013,9,3,-0.6168510638297873
ID-2013-76709,2013-09-26,2013-09-30,Standard Class,Victoria Wilson,Corporate,Australian Capital Territory,Australia,APAC,Oceania,OFF-FA-10003817,Office Supplies,Fasteners,"Stockwell Clamps, Metal",57,5,0.4,-32.37,4.81,Medium,2013,9,3,-0.5678947368421052
ES-2013-5612922,2013-09-26,2013-10-01,Standard Class,Frank Carlisle,Home Office,Scotland,United Kingdom,EU,North,OFF-AR-10000266,Office Supplies,Art,"BIC Markers, Fluorescent",55,2,0.0,4.38,3.48,Medium,2013,9,3,0.07963636363636363
ES-2013-4717909,2013-09-26,2013-09-30,Second Class,Sonia Cooley,Consumer,East Flanders,Belgium,EU,Central,OFF-BI-10001754,Office Supplies,Binders,"Ibico Binder Covers, Recycled",42,3,0.0,15.48,3.34,Medium,2013,9,3,0.3685714285714286
CA-2013-123722,2013-09-26,2013-10-02,Standard Class,Nicole Hansen,Corporate,Texas,United States,US,Central,OFF-LA-10001569,Office Supplies,Labels,Avery 499,16,4,0.2,5.1792,1.37,Medium,2013,9,3,0.3237
CA-2013-101385,2013-09-26,2013-10-02,Standard Class,Julia West,Consumer,California,United States,US,West,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,17,4,0.0,6.9552,1.37,Medium,2013,9,3,0.40912941176470585
MX-2013-110506,2013-09-26,2013-10-01,Second Class,Harold Engle,Corporate,Guatemala,Guatemala,LATAM,Central,OFF-LA-10003820,Office Supplies,Labels,"Novimex Color Coded Labels, Adjustable",21,3,0.0,4.74,1.34,High,2013,9,3,0.22571428571428573
RS-2013-4160,2013-09-26,2013-09-30,Standard Class,Karen Bern,Corporate,Irkutsk,Russia,EMEA,EMEA,OFF-ENE-10003314,Office Supplies,Paper,"Enermax Parchment Paper, Recycled",15,1,0.0,0.6,1.19,Medium,2013,9,3,0.04
MX-2013-164651,2013-09-26,2013-10-01,Standard Class,Sally Matthias,Consumer,Puebla,Mexico,LATAM,North,OFF-LA-10003337,Office Supplies,Labels,"Harbour Creations Removable Labels, Adjustable",14,2,0.0,2.72,0.53,Medium,2013,9,3,0.1942857142857143
NI-2013-6720,2013-09-26,2013-10-02,Standard Class,Valerie Takahito,Home Office,Kaduna,Nigeria,Africa,Africa,OFF-EAT-10003405,Office Supplies,Paper,"Eaton Parchment Paper, Multicolor",4,1,0.7,-7.146,0.11,Medium,2013,9,3,-1.7865
ES-2013-4632541,2013-09-27,2013-09-27,Same Day,Sean Christensen,Consumer,Valenciana,Spain,EU,South,FUR-BO-10002708,Furniture,Bookcases,"Dania Library with Doors, Pine",1091,3,0.0,119.97,411.64,Critical,2013,9,3,0.10996333638863429
IN-2013-22956,2013-09-27,2013-09-28,First Class,Berenike Kampe,Consumer,Guangdong,China,APAC,North Asia,OFF-AP-10002537,Office Supplies,Appliances,"Hamilton Beach Microwave, Red",565,2,0.0,129.9,140.72,High,2013,9,3,0.22991150442477878
ES-2013-4636934,2013-09-27,2013-09-27,Same Day,Carl Weiss,Home Office,Scotland,United Kingdom,EU,North,OFF-AR-10004881,Office Supplies,Art,"Stanley Sketch Pad, Blue",267,6,0.0,87.84,128.32,Critical,2013,9,3,0.3289887640449438
ES-2013-5246151,2013-09-27,2013-10-02,Standard Class,Eudokia Martin,Corporate,Ile-de-France,France,EU,Central,TEC-AC-10001056,Technology,Accessories,"Belkin Router, USB",1554,6,0.0,730.26,119.71,Medium,2013,9,3,0.4699227799227799
US-2013-157945,2013-09-27,2013-10-02,Standard Class,Natalie Fritzler,Consumer,Illinois,United States,US,Central,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,748,3,0.3,-96.1146,82.14,High,2013,9,3,-0.12849545454545455
IT-2013-2410050,2013-09-27,2013-10-02,Standard Class,Adrian Hane,Home Office,England,United Kingdom,EU,North,FUR-CH-10003540,Furniture,Chairs,"Office Star Bag Chairs, Set of Two",467,9,0.1,-26.001,57.86,Medium,2013,9,3,-0.05567665952890793
US-2013-146794,2013-09-27,2013-10-02,Standard Class,Sally Hughsby,Corporate,California,United States,US,West,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,425,5,0.15,19.998,51.16,High,2013,9,3,0.04705411764705883
CA-2013-143406,2013-09-27,2013-10-01,Standard Class,Lisa Ryan,Corporate,Texas,United States,US,Central,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,455,5,0.3,-136.4895,50.36,High,2013,9,3,-0.2999769230769231
ID-2013-76128,2013-09-27,2013-09-30,Second Class,Toby Carlisle,Consumer,National Capital,Philippines,APAC,Southeast Asia,FUR-FU-10001557,Furniture,Furnishings,"Advantus Clock, Duo Pack",309,8,0.25,-41.22,36.43,Medium,2013,9,3,-0.13339805825242718
US-2013-109260,2013-09-27,2013-10-02,Standard Class,Tanja Norvell,Home Office,Florida,United States,US,South,TEC-AC-10002637,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),432,3,0.2,-75.5958,30.23,Medium,2013,9,3,-0.17499027777777776
MX-2013-134096,2013-09-27,2013-10-01,Standard Class,Darren Powers,Consumer,São Paulo,Brazil,LATAM,South,TEC-MA-10004956,Technology,Machines,"Konica Card Printer, Red",345,3,0.0,165.42,26.2,Medium,2013,9,3,0.4794782608695652
IN-2013-51138,2013-09-27,2013-10-02,Standard Class,Luke Schmidt,Corporate,National Capital,Philippines,APAC,Southeast Asia,TEC-MA-10003314,Technology,Machines,"Epson Phone, White",417,7,0.25,99.855,25.49,Medium,2013,9,3,0.23946043165467626
MX-2013-106929,2013-09-27,2013-10-02,Standard Class,Daniel Lacy,Consumer,Espírito Santo,Brazil,LATAM,South,OFF-ST-10003459,Office Supplies,Storage,"Eldon File Cart, Single Width",256,3,0.0,46.02,23.78,Medium,2013,9,3,0.179765625
CA-2013-169957,2013-09-27,2013-10-01,Standard Class,Steve Nguyen,Home Office,Washington,United States,US,West,OFF-AP-10000576,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II,237,6,0.0,66.3264,23.16,Medium,2013,9,3,0.27985822784810127
NI-2013-3780,2013-09-27,2013-09-30,Second Class,Tamara Dahlen,Consumer,Delta,Nigeria,Africa,Africa,FUR-SAF-10000508,Furniture,Bookcases,"Safco Library with Doors, Traditional",117,1,0.7,-261.183,21.02,Critical,2013,9,3,-2.232333333333333
ES-2013-3109023,2013-09-27,2013-10-02,Standard Class,Erica Smith,Consumer,North Rhine-Westphalia,Germany,EU,Central,OFF-ST-10000695,Office Supplies,Storage,"Rogers Lockers, Wire Frame",190,1,0.1,31.581,20.96,High,2013,9,3,0.1662157894736842
US-2013-164077,2013-09-27,2013-10-01,Standard Class,Darren Powers,Consumer,Santa Catarina,Brazil,LATAM,South,TEC-MA-10002165,Technology,Machines,"Konica Card Printer, Red",138,3,0.6,-41.364,15.42,Medium,2013,9,3,-0.29973913043478256
ES-2013-2824939,2013-09-27,2013-10-03,Standard Class,Peter McVee,Home Office,Ile-de-France,France,EU,Central,OFF-AR-10001759,Office Supplies,Art,"Sanford Sketch Pad, Fluorescent",140,3,0.0,65.88,13.49,Medium,2013,9,3,0.47057142857142853
IT-2013-1428871,2013-09-27,2013-10-02,Standard Class,Nora Preis,Consumer,Lower Saxony,Germany,EU,Central,OFF-AR-10000266,Office Supplies,Art,"BIC Markers, Fluorescent",166,12,0.5,-139.86,10.35,Medium,2013,9,3,-0.8425301204819278
ID-2013-38461,2013-09-27,2013-10-04,Standard Class,Christopher Conant,Consumer,Sumatera Utara,Indonesia,APAC,Southeast Asia,OFF-ST-10001554,Office Supplies,Storage,"Eldon Folders, Industrial",159,11,0.17,-27.0402,9.54,Medium,2013,9,3,-0.17006415094339622
IR-2013-7350,2013-09-27,2013-10-01,Standard Class,Mike Vittorini,Consumer,Ardabil,Iran,EMEA,EMEA,OFF-SAN-10003393,Office Supplies,Paper,"SanDisk Cards & Envelopes, Recycled",48,1,0.0,1.92,8.08,High,2013,9,3,0.04
ES-2013-3029399,2013-09-27,2013-09-28,First Class,Kelly Lampkin,Corporate,Ile-de-France,France,EU,Central,OFF-PA-10002396,Office Supplies,Paper,"Eaton Memo Slips, 8.5 x 11",36,2,0.0,9.6,7.6,High,2013,9,3,0.26666666666666666
US-2013-103471,2013-09-27,2013-09-30,First Class,Maxwell Schwartz,Consumer,Ouest,Haiti,LATAM,Caribbean,TEC-AC-10004939,Technology,Accessories,"Memorex Mouse, Bluetooth",23,2,0.4,-12.424,6.47,Critical,2013,9,3,-0.5401739130434783
CA-2013-145898,2013-09-27,2013-09-27,Same Day,Chuck Magee,Consumer,California,United States,US,West,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),30,5,0.0,13.455,5.84,Medium,2013,9,3,0.4485
US-2013-118696,2013-09-27,2013-10-01,Standard Class,Nicole Brennan,Corporate,Panama,Panama,LATAM,Central,TEC-AC-10001274,Technology,Accessories,"Belkin Memory Card, Bluetooth",138,3,0.4,-48.228,5.09,Medium,2013,9,3,-0.34947826086956524
MX-2013-150889,2013-09-27,2013-10-04,Standard Class,Denise Leinenbach,Consumer,Santa Fe,Argentina,LATAM,South,FUR-CH-10001374,Furniture,Chairs,"Novimex Steel Folding Chair, Black",64,2,0.4,5.32,4.06,Medium,2013,9,3,0.083125
IN-2013-27226,2013-09-27,2013-09-30,Second Class,Melanie Seite,Consumer,Western Australia,Australia,APAC,Oceania,OFF-ST-10004841,Office Supplies,Storage,"Eldon Box, Blue",46,5,0.1,12.27,4.02,Medium,2013,9,3,0.2667391304347826
TU-2013-8700,2013-09-27,2013-09-29,Second Class,Sara Luxemburg,Home Office,Istanbul,Turkey,EMEA,EMEA,OFF-GRE-10002738,Office Supplies,Paper,"Green Bar Cards & Envelopes, Premium",19,1,0.6,-14.034,3.49,High,2013,9,3,-0.7386315789473684
EG-2013-2200,2013-09-27,2013-09-27,Same Day,Jason Klamczynski,Corporate,Al Iskandariyah,Egypt,Africa,Africa,OFF-FEL-10003785,Office Supplies,Storage,"Fellowes Shelving, Industrial",58,1,0.0,25.65,3.18,High,2013,9,3,0.4422413793103448
ES-2013-5698783,2013-09-27,2013-10-01,Standard Class,Christy Brittain,Consumer,Rhône-Alpes,France,EU,Central,OFF-BI-10001253,Office Supplies,Binders,"Acco Binder Covers, Recycled",27,2,0.0,8.16,2.72,Medium,2013,9,3,0.3022222222222222
IN-2013-15466,2013-09-27,2013-10-02,Standard Class,Herbert Flentye,Consumer,Fujian,China,APAC,North Asia,OFF-FA-10003378,Office Supplies,Fasteners,"Accos Push Pins, Metal",73,5,0.0,28.5,2.66,Medium,2013,9,3,0.3904109589041096
NI-2013-6880,2013-09-27,2013-10-02,Second Class,Dionis Lloyd,Corporate,Lagos,Nigeria,Africa,Africa,OFF-SAN-10001345,Office Supplies,Art,"Sanford Canvas, Water Color",16,1,0.7,-37.59,2.06,Medium,2013,9,3,-2.349375
CA-2013-132017,2013-09-27,2013-09-28,First Class,Matt Hagelstein,Corporate,Texas,United States,US,Central,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,7,2,0.8,-11.5872,2.01,High,2013,9,3,-1.6553142857142855
CA-2013-165820,2013-09-27,2013-10-01,Standard Class,Dorothy Wardle,Corporate,California,United States,US,West,OFF-PA-10004735,Office Supplies,Paper,Xerox 1905,13,2,0.0,6.2208,1.13,High,2013,9,3,0.4785230769230769
US-2013-158190,2013-09-27,2013-10-01,Standard Class,Tom Zandusky,Corporate,Santo Domingo,Dominican Republic,LATAM,Caribbean,OFF-FA-10002120,Office Supplies,Fasteners,"Advantus Paper Clips, Assorted Sizes",18,3,0.2,-4.14,0.94,Medium,2013,9,3,-0.22999999999999998
MX-2013-113621,2013-09-27,2013-10-03,Standard Class,Rob Haberlin,Consumer,San Salvador,El Salvador,LATAM,Central,OFF-BI-10000821,Office Supplies,Binders,"Acco Hole Reinforcements, Durable",11,2,0.0,3.48,0.71,Medium,2013,9,3,0.31636363636363635
NI-2013-7980,2013-09-27,2013-10-01,Standard Class,Bradley Talbott,Home Office,Oyo,Nigeria,Africa,Africa,FUR-NOV-10002911,Furniture,Chairs,"Novimex Steel Folding Chair, Set of Two",25,1,0.7,-54.936,0.66,Medium,2013,9,3,-2.19744
CA-2013-157714,2013-09-27,2013-10-02,Second Class,Charles Sheldon,Corporate,Iowa,United States,US,Central,OFF-PA-10004022,Office Supplies,Paper,Hammermill Color Copier Paper (28Lb. and 96 Bright),10,1,0.0,4.4955,0.63,Medium,2013,9,3,0.44955
US-2013-149790,2013-09-27,2013-10-02,Standard Class,Shahid Collister,Consumer,Texas,United States,US,Central,OFF-BI-10002026,Office Supplies,Binders,Ibico Recycled Linen-Style Covers,16,2,0.8,-24.9984,0.59,Medium,2013,9,3,-1.5624
TU-2013-9560,2013-09-27,2013-10-01,Standard Class,Pauline Johnson,Consumer,Amasya,Turkey,EMEA,EMEA,OFF-AVE-10004512,Office Supplies,Binders,"Avery Hole Reinforcements, Economy",4,2,0.6,-5.292,0.47,High,2013,9,3,-1.323
ES-2013-1299121,2013-09-28,2013-09-28,Same Day,Nicole Hansen,Corporate,Ile-de-France,France,EU,Central,FUR-BO-10000022,Furniture,Bookcases,"Dania Floating Shelf Set, Traditional",762,5,0.1,-8.475,106.01,Medium,2013,9,3,-0.011122047244094487
CA-2013-140249,2013-09-28,2013-10-04,Standard Class,Shaun Weien,Consumer,Washington,United States,US,West,TEC-PH-10002584,Technology,Phones,Samsung Galaxy S4,1002,2,0.2,125.198,75.04,Medium,2013,9,3,0.12494810379241517
TU-2013-7200,2013-09-28,2013-09-30,Second Class,Odella Nelson,Corporate,Batman,Turkey,EMEA,EMEA,FUR-SAU-10003694,Furniture,Bookcases,"Sauder Library with Doors, Mobile",624,4,0.6,-702.36,57.93,Medium,2013,9,3,-1.125576923076923
MX-2013-130645,2013-09-28,2013-10-01,First Class,Pete Armstrong,Home Office,Michoacán,Mexico,LATAM,North,TEC-AC-10002219,Technology,Accessories,"SanDisk Memory Card, Programmable",532,7,0.0,244.44,49.2,High,2013,9,3,0.4594736842105263
IS-2013-310,2013-09-28,2013-10-02,Standard Class,Sally Matthias,Consumer,Haifa,Israel,EMEA,EMEA,OFF-ROG-10002132,Office Supplies,Storage,"Rogers Lockers, Industrial",424,2,0.0,161.16,26.29,Medium,2013,9,3,0.3800943396226415
US-2013-110170,2013-09-28,2013-10-04,Standard Class,Harry Marie,Corporate,Texas,United States,US,Central,FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,957,7,0.32,-225.0976,23.35,Medium,2013,9,3,-0.23521170323928944
IT-2013-3159247,2013-09-28,2013-10-04,Standard Class,Giulietta Weimer,Consumer,Champagne-Ardenne,France,EU,Central,FUR-CH-10001051,Furniture,Chairs,"Hon Chairmat, Red",67,3,0.6,-76.644,5.7,Medium,2013,9,3,-1.1439402985074627
CA-2013-123176,2013-09-28,2013-09-30,Second Class,James Galang,Consumer,Georgia,United States,US,South,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",14,3,0.0,4.5837,4.4,Critical,2013,9,3,0.3274071428571429
ES-2013-3161182,2013-09-28,2013-10-02,Standard Class,Brian DeCherney,Consumer,Ile-de-France,France,EU,Central,OFF-LA-10002486,Office Supplies,Labels,"Harbour Creations Legal Exhibit Labels, Adjustable",53,6,0.0,24.3,4.26,Medium,2013,9,3,0.45849056603773586
MX-2013-142405,2013-09-28,2013-09-30,First Class,Stephanie Ulpright,Home Office,Santa Cruz,Bolivia,LATAM,South,OFF-SU-10001923,Office Supplies,Supplies,"Kleencut Letter Opener, Easy Grip",96,5,0.0,24.8,3.65,High,2013,9,3,0.25833333333333336
CA-2013-163202,2013-09-28,2013-10-03,Standard Class,Brian Moss,Corporate,Ohio,United States,US,East,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,3,3,0.7,-2.0349,0.32,Medium,2013,9,3,-0.6783
IT-2013-1005179,2013-09-29,2013-10-04,Standard Class,Pete Kriz,Consumer,Ile-de-France,France,EU,Central,FUR-CH-10002610,Furniture,Chairs,"Novimex Swivel Stool, Black",875,6,0.1,-68.058,124.14,High,2013,9,3,-0.07778057142857144
US-2013-134656,2013-09-29,2013-10-02,First Class,Muhammed MacIntyre,Corporate,Illinois,United States,US,Central,OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,99,4,0.2,30.98,11.91,High,2013,9,3,0.31292929292929295
ES-2013-5668540,2013-09-29,2013-10-05,Standard Class,Nora Paige,Consumer,Ile-de-France,France,EU,Central,OFF-LA-10002625,Office Supplies,Labels,"Harbour Creations Round Labels, Adjustable",14,3,0.0,3.87,1.52,Low,2013,9,3,0.2764285714285714
IN-2013-16964,2013-09-30,2013-10-03,First Class,Karen Seio,Corporate,South Australia,Australia,APAC,Oceania,FUR-BO-10001192,Furniture,Bookcases,"Bush Library with Doors, Mobile",1321,4,0.1,484.224,410.88,Critical,2013,9,3,0.36655866767600304
ID-2013-33862,2013-09-30,2013-10-03,First Class,Alan Shonely,Consumer,South Australia,Australia,APAC,Oceania,FUR-CH-10002932,Furniture,Chairs,"Harbour Creations Rocking Chair, Adjustable",538,4,0.1,-0.072,183.4,Critical,2013,9,3,-0.00013382899628252786
IN-2013-26148,2013-09-30,2013-09-30,Same Day,Valerie Mitchum,Home Office,Anhui,China,APAC,North Asia,TEC-MA-10001261,Technology,Machines,"Konica Printer, Wireless",804,3,0.0,369.54,175.48,High,2013,9,3,0.4596268656716418
ID-2013-15032,2013-09-30,2013-10-04,Standard Class,Christopher Conant,Consumer,Jawa Barat,Indonesia,APAC,Southeast Asia,FUR-BO-10000243,Furniture,Bookcases,"Safco Floating Shelf Set, Pine",1290,7,0.07,263.2959,164.71,High,2013,9,3,0.20410534883720932
ES-2013-2339975,2013-09-30,2013-10-05,Standard Class,Michael Oakman,Consumer,Lazio,Italy,EU,South,TEC-CO-10002769,Technology,Copiers,"HP Fax Machine, Digital",1498,5,0.0,0.0,124.7,High,2013,9,3,0.0
MX-2013-140550,2013-09-30,2013-10-05,Standard Class,Harry Marie,Corporate,Maranhão,Brazil,LATAM,South,FUR-CH-10004011,Furniture,Chairs,"SAFCO Executive Leather Armchair, Black",2142,7,0.0,728.28,121.4,Medium,2013,9,3,0.33999999999999997
CA-2013-108056,2013-09-30,2013-10-04,Standard Class,Erin Smith,Corporate,Oregon,United States,US,West,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,859,3,0.2,75.18,68.43,Medium,2013,9,3,0.08752037252619325
US-2013-128685,2013-09-30,2013-10-02,First Class,Mark Hamilton,Consumer,Bahia,Brazil,LATAM,South,FUR-BO-10001781,Furniture,Bookcases,"Bush Library with Doors, Traditional",389,4,0.6,-330.352,59.36,High,2013,9,3,-0.8492339331619536
ES-2013-3947822,2013-09-30,2013-09-30,Same Day,Hunter Glantz,Consumer,Bavaria,Germany,EU,Central,OFF-ST-10003018,Office Supplies,Storage,"Smead File Cart, Industrial",347,3,0.1,69.3,56.92,Medium,2013,9,3,0.19971181556195963
ID-2013-51446,2013-09-30,2013-10-06,Standard Class,Valerie Takahito,Home Office,Sindh,Pakistan,APAC,Central Asia,TEC-AC-10000866,Technology,Accessories,"Belkin Router, Erganomic",641,5,0.5,-423.45,25.91,Medium,2013,9,3,-0.6606084243369734
CA-2013-108616,2013-09-30,2013-10-04,Standard Class,Joe Kamberova,Consumer,Alabama,United States,US,South,TEC-AC-10000420,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,210,3,0.0,71.3898,24.68,High,2013,9,3,0.3399514285714285
UP-2013-1030,2013-09-30,2013-10-05,Second Class,Andrew Allen,Consumer,Volyn,Ukraine,EMEA,EMEA,FUR-OFF-10003703,Furniture,Chairs,"Office Star Chairmat, Set of Two",408,6,0.0,179.64,18.88,Medium,2013,9,3,0.4402941176470588
ID-2013-24615,2013-09-30,2013-10-05,Second Class,Bill Stewart,Corporate,National Capital,Philippines,APAC,Southeast Asia,FUR-FU-10002933,Furniture,Furnishings,"Advantus Stacking Tray, Erganomic",211,12,0.25,-28.08,17.46,Medium,2013,9,3,-0.13308056872037913
MX-2013-134600,2013-09-30,2013-10-02,Second Class,Shahid Shariari,Consumer,Veracruz,Mexico,LATAM,North,FUR-CH-10004010,Furniture,Chairs,"SAFCO Bag Chairs, Red",132,5,0.2,-0.06,17.17,High,2013,9,3,-0.00045454545454545455
MX-2013-144547,2013-09-30,2013-10-04,Standard Class,Harry Greene,Consumer,Saint Catherine,Jamaica,LATAM,Caribbean,OFF-SU-10002816,Office Supplies,Supplies,"Kleencut Shears, Serrated",145,5,0.0,56.5,12.22,Medium,2013,9,3,0.3896551724137931
IN-2013-70381,2013-09-30,2013-10-07,Standard Class,Heather Jas,Home Office,Telangana,India,APAC,Central Asia,OFF-AR-10001850,Office Supplies,Art,"BIC Highlighters, Fluorescent",61,3,0.0,7.83,11.65,Low,2013,9,3,0.12836065573770492
